codigo_aeronave,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_aviacao,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,classificacao,tipo,localidade,uf,pais,quantidade_recomendacoes,aeronaves_envolvidas,dia,mes,ano,periodo_mes,dia_semana,periodo_semana,hora,periodo_dia
11797,3992,AVIÃO,CESSNA AIRCRAFT,T206H,PISTÃO,1.0,1633,6.0,2010.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,ACIDENTE,SAÍDA DE PISTA,RIO DE JANEIRO,RJ,BRASIL,0,1,16,8,2011,meio,1,semana,21,noite
11802,1732,AVIÃO,CESSNA AIRCRAFT,150J,PISTÃO,1.0,725,2.0,1969.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO AR,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO GRANDE,MS,BRASIL,0,1,21,1,2014,fim,1,semana,20,noite
11815,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2004.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPO VERDE,MT,BRASIL,0,1,15,1,2011,meio,5,fds,19,noite
11817,3992,AVIÃO,BEECH AIRCRAFT,200,TURBOÉLICE,2.0,5670,12.0,1981.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,DESTRUÍDA,6,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SENADOR CANEDO,GO,BRASIL,0,1,14,1,2011,meio,4,semana,21,noite
11820,2486,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,1997.0,BRASIL,ESPECIALIZADA,ESPECIALIZADA,ESPECIALIZADA,LEVE,0,INCIDENTE GRAVE,OUTROS TIPOS,RIO DE JANEIRO,RJ,BRASIL,0,1,24,1,2011,fim,0,semana,9,manha
11826,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1969.0,BRASIL,PARTICULAR,TÁXI,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,ARACAJU,SE,BRASIL,9,1,21,12,2010,fim,1,semana,13,tarde
11829,4530,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1993.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,COSMÓPOLIS,SP,BRASIL,0,1,29,12,2010,fim,2,semana,12,manha
11831,1566,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1992.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,ALEGRETE,RS,BRASIL,6,1,29,12,2010,fim,2,semana,10,manha
11848,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1656,0.0,0.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,OUTROS TIPOS,SÃO JOSÉ DO RIO PRETO,SP,BRASIL,0,1,19,1,2011,meio,2,semana,11,manha
11865,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157,4.0,1979.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ALTO GARÇAS,MT,BRASIL,3,1,25,1,2011,fim,1,semana,14,tarde
11866,1732,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,1.0,726,2.0,1977.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO AR,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO GRANDE,MS,BRASIL,5,1,28,1,2011,fim,4,semana,20,noite
11879,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338,4.0,1974.0,BRASIL,PARTICULAR,ARREMETIDA NO SOLO,PRIVADA,DESTRUÍDA,2,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,PACAJÁ,PA,BRASIL,4,1,30,1,2011,fim,6,fds,15,tarde
11880,2311,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1905,1.0,1983.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1,ACIDENTE,MANOBRAS A BAIXA ALTURA,ITINGA DO MARANHÃO,MA,BRASIL,3,1,5,2,2011,inicio,5,fds,13,tarde
11884,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2007.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PANE SECA,JUNDIAÍ,SP,BRASIL,0,1,4,2,2011,inicio,4,semana,20,noite
11898,2462,AVIÃO,BEECH AIRCRAFT,C90,TURBOÉLICE,2.0,4377,7.0,1979.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,PARATY,RJ,BRASIL,0,1,30,1,2011,fim,6,fds,22,noite
11911,3992,ULTRALEVE,FABRICACAO PROPRIA,FOX V5 SUPER,PISTÃO,1.0,417,0.0,0.0,BRASIL,EXPERIMENTAL,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,1,ACIDENTE,COLISÃO DE AERONAVES EM VOO,RIO DE JANEIRO,RJ,BRASIL,0,2,5,2,2011,inicio,5,fds,17,tarde
11913,2176,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1973.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,ESTOURO DE PNEU,GUARULHOS,SP,BRASIL,0,1,24,4,2012,fim,1,semana,16,tarde
11913,2176,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1973.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,0,1,14,2,2011,meio,0,semana,14,tarde
11913,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1973.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,INDETERMINADA,PORTO FELIZ,SP,BRASIL,0,1,6,2,2013,inicio,2,semana,22,noite
11914,283,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157,4.0,1980.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,SÃO PAULO,SP,BRASIL,0,1,7,12,2014,inicio,6,fds,14,tarde
11941,3992,AVIÃO,PIPER AIRCRAFT,PA-32R-301T,PISTÃO,1.0,1633,7.0,1999.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,ITIQUIRA,MT,BRASIL,0,1,19,2,2011,meio,5,fds,11,manha
11946,3992,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1978.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTO ANTÔNIO DO LEVERGER,MT,BRASIL,1,1,18,2,2011,meio,4,semana,14,tarde
11947,1076,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1497,1.0,1977.0,BRASIL,AGRÍCOLA,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,MANOBRAS A BAIXA ALTURA,PEJUÇARA,RS,BRASIL,5,1,15,2,2011,meio,1,semana,13,tarde
11956,335,HELICÓPTERO,AGUSTA,AB139,TURBOEIXO,2.0,6800,17.0,2006.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,COM PÁRA-BRISAS / JANELA / PORTA,NÃO IDENTIFICADA,RJ,BRASIL,0,1,24,2,2015,fim,1,semana,17,tarde
11986,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2009.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ARIPUANÃ,MT,BRASIL,3,1,28,2,2011,fim,0,semana,20,noite
11993,3992,HELICÓPTERO,AGUSTA,A109E,TURBOEIXO,2.0,3000,8.0,2006.0,BRASIL,PARTICULAR,PAIRADO,PRIVADA,LEVE,0,INCIDENTE GRAVE,COM ROTOR,ANGRA DOS REIS,RJ,BRASIL,0,1,20,2,2011,meio,6,fds,21,noite
11997,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2009.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,CORRENTINA,BA,BRASIL,1,1,1,3,2011,inicio,1,semana,13,tarde
11998,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,0.0,0.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,GOIÂNIA,GO,BRASIL,0,1,4,3,2011,inicio,4,semana,14,tarde
11999,3259,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2004.0,BRASIL,TÁXI AÉREO,SUBIDA,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,VITÓRIA,ES,BRASIL,3,1,6,3,2011,inicio,6,fds,12,manha
12002,3992,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2009.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,CORUMBÁ DE GOIÁS,GO,BRASIL,4,1,6,3,2011,inicio,6,fds,18,tarde
12064,88,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2008.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,CORRENTINA,BA,BRASIL,0,1,5,3,2011,inicio,5,fds,12,manha
12065,86,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1995.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1,ACIDENTE,DESORIENTAÇÃO ESPACIAL,PARANATINGA,MT,BRASIL,0,1,7,3,2011,inicio,0,semana,11,manha
12068,5239,AVIÃO,BOEING COMPANY,737-3Y0,JATO,2.0,62282,156.0,1988.0,BRASIL,REGULAR,DESCIDA,REGULAR,NENHUM,0,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA,RECIFE,PE,BRASIL,0,1,29,10,2012,fim,0,semana,2,madrugada
12068,5239,AVIÃO,BOEING COMPANY,737-3Y0,JATO,2.0,62282,156.0,1988.0,BRASIL,REGULAR,CRUZEIRO,REGULAR,NENHUM,0,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA,BRASÍLIA,DF,BRASIL,0,1,24,10,2012,fim,2,semana,22,noite
12084,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2006.0,BRASIL,PARTICULAR,TÁXI,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,BRASIL,0,1,18,3,2011,meio,4,semana,20,noite
12091,4686,AVIÃO,MITSUBISHI,MU-2B-60,TURBOÉLICE,2.0,5250,10.0,1981.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,LEVE,0,ACIDENTE,COM TREM DE POUSO,ILHÉUS,BA,BRASIL,6,1,14,7,2011,meio,3,semana,0,madrugada
12100,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1089,4.0,2000.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,ATIBAIA,SP,BRASIL,1,1,27,3,2011,fim,6,fds,20,noite
12143,3992,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,1.0,1202,4.0,1974.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,IPATINGA,MG,BRASIL,0,1,1,4,2011,inicio,4,semana,19,noite
12145,1880,AVIÃO,CESSNA AIRCRAFT,S550,JATO,2.0,6849,10.0,1988.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,BRASÍLIA,DF,BRASIL,0,1,30,3,2011,fim,2,semana,20,noite
12148,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1998.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,2,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTO ANDRÉ,SP,BRASIL,5,1,8,4,2011,inicio,4,semana,20,noite
12181,907,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2002.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SAPEZAL,MT,BRASIL,2,1,8,4,2011,inicio,4,semana,13,tarde
12221,930,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,2.0,52290,125.0,2010.0,BRASIL,REGULAR,POUSO,REGULAR,NENHUM,0,INCIDENTE GRAVE,POUSO LONGO,UBERLÂNDIA,MG,BRASIL,0,1,14,12,2013,meio,5,fds,22,noite
12224,310,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157,4.0,1986.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PANE SECA,CASTELO,ES,BRASIL,1,1,16,4,2011,meio,5,fds,16,tarde
12226,3992,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175,8.0,1980.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,BAURU,SP,BRASIL,2,1,19,4,2011,meio,1,semana,13,tarde
12255,5009,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,TURBOÉLICE,2.0,18600,52.0,1996.0,BRASIL,REGULAR,DECOLAGEM,REGULAR,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,IPATINGA,MG,BRASIL,0,1,28,10,2012,fim,6,fds,17,tarde
12265,3992,AVIÃO,CESSNA AIRCRAFT,177RG,PISTÃO,1.0,1270,4.0,1971.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO BRUSCO,DIANÓPOLIS,TO,BRASIL,0,1,15,7,2011,meio,4,semana,13,tarde
12265,3992,AVIÃO,CESSNA AIRCRAFT,177RG,PISTÃO,1.0,1270,4.0,1971.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,CURITIBA,PR,BRASIL,0,1,17,4,2014,meio,3,semana,15,tarde
12269,223,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1978.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BELO HORIZONTE,MG,BRASIL,0,1,28,4,2011,fim,3,semana,10,manha
12272,244,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,IPE-02B,SEM TRAÇÃO,0.0,565,2.0,1988.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,BALSA NOVA,PR,BRASIL,1,1,30,4,2011,fim,5,fds,20,noite
12273,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,1985.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ÁGUA CLARA,MS,BRASIL,6,1,1,5,2011,inicio,6,fds,11,manha
12286,3992,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1984.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,DESTRUÍDA,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SÃO JOSÉ DO RIO PRETO,SP,BRASIL,3,1,2,5,2011,inicio,0,semana,17,tarde
12304,5009,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,2.0,22500,73.0,2010.0,BRASIL,REGULAR,CRUZEIRO,REGULAR,NENHUM,0,INCIDENTE GRAVE,OUTROS TIPOS,SALVADOR,BA,BRASIL,0,1,26,7,2013,fim,4,semana,22,noite
12304,5009,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,2.0,22500,73.0,2010.0,BRASIL,REGULAR,SUBIDA,REGULAR,LEVE,0,INCIDENTE GRAVE,FOGO EM VOO,RONDONÓPOLIS,MT,BRASIL,0,1,7,5,2011,inicio,5,fds,13,tarde
12306,3992,HELICÓPTERO,BELL HELICOPTER,206L-4,TURBOEIXO,1.0,2018,7.0,2009.0,BRASIL,PARTICULAR,POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,SÃO PAULO,SP,BRASIL,0,1,18,5,2012,meio,4,semana,15,tarde
12310,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1975.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,JATAÍ,GO,BRASIL,0,1,19,4,2011,meio,1,semana,20,noite
12323,3992,AVIÃO,CESSNA AIRCRAFT,210M,PISTÃO,1.0,1724,6.0,1977.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,3,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,BREU BRANCO,PA,BRASIL,1,1,14,5,2011,meio,5,fds,14,tarde
12324,193,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,1.0,726,0.0,0.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,RIO VERDE,GO,BRASIL,0,1,12,5,2011,meio,3,semana,19,noite
12325,907,AVIÃO,AIR TRACTOR,AT-802A,TURBOÉLICE,1.0,7258,1.0,2006.0,BRASIL,AGRÍCOLA,CIRCUITO DE TRÁFEGO,AGRÍCOLA,DESTRUÍDA,0,ACIDENTE,PANE SECA,CAIABU,SP,BRASIL,0,1,1,4,2011,inicio,4,semana,12,manha
12326,3992,AVIÃO,CESSNA AIRCRAFT,172M,PISTÃO,1.0,1043,4.0,1973.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PANE SECA,JAÍBA,MG,BRASIL,0,1,10,5,2011,inicio,1,semana,20,noite
12331,3992,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969,11.0,1992.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,0,ACIDENTE,COM PÁRA-BRISAS / JANELA / PORTA,BOA VISTA,RR,BRASIL,3,1,23,5,2011,fim,0,semana,10,manha
12332,3992,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155,6.0,1992.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,LEVE,0,ACIDENTE,PANE SECA,GOIÂNIA,GO,BRASIL,3,1,22,5,2011,fim,6,fds,15,tarde
12338,624,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2.0,5670,21.0,1987.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,COARI,AM,BRASIL,0,1,24,5,2011,fim,1,semana,13,tarde
12341,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,PISTÃO,1.0,1361,4.0,1976.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,1,ACIDENTE,OUTROS TIPOS,CORIBE,BA,BRASIL,4,1,4,2,2011,inicio,4,semana,14,tarde
12351,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2008.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,ACIDENTE,INDETERMINADA,RONDONÓPOLIS,MT,BRASIL,0,1,19,2,2014,meio,2,semana,11,manha
12354,3992,AVIÃO,PIPER AIRCRAFT,PA-23-250,PISTÃO,2.0,2359,6.0,1973.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,GUARACI,SP,BRASIL,0,1,18,2,2013,meio,0,semana,15,tarde
12356,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338,4.0,1973.0,BRASIL,PARTICULAR,OUTRA FASE,PRIVADA,DESTRUÍDA,0,ACIDENTE,INDETERMINADA,UNIÃO DE MINAS,MG,BRASIL,0,1,28,5,2011,fim,5,fds,17,tarde
12358,1047,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587,2.0,1946.0,BRASIL,INSTRUÇÃO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,CARUARU,PE,BRASIL,1,1,4,6,2011,inicio,5,fds,13,tarde
12358,1047,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587,2.0,1946.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,CARUARU,PE,BRASIL,0,1,11,5,2013,meio,5,fds,11,manha
12371,3897,HELICÓPTERO,SIKORSKY AIRCRAFT,S-61N,TURBOEIXO,2.0,8618,21.0,1980.0,BRASIL,TÁXI AÉREO,SUBIDA,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,COLISÃO EM VOO COM OBJETO REBOCADO,COARI,AM,BRASIL,1,1,3,6,2011,inicio,4,semana,18,tarde
12382,3992,AVIÃO,CESSNA AIRCRAFT,172RG,PISTÃO,1.0,1202,4.0,1982.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,AMERICANA,SP,BRASIL,1,1,4,6,2011,inicio,5,fds,14,tarde
12383,919,AVIÃO,PIPER AIRCRAFT,PA-36-300,PISTÃO,1.0,1769,1.0,1977.0,BRASIL,AGRÍCOLA,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,MANOBRAS A BAIXA ALTURA,SÃO JOÃO DO CAIUÁ,PR,BRASIL,0,1,3,5,2011,inicio,1,semana,13,tarde
12396,3992,AVIÃO,CESSNA AIRCRAFT,172M,PISTÃO,1.0,1043,4.0,1974.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPO GRANDE,MS,BRASIL,0,1,29,5,2011,fim,6,fds,19,noite
12407,292,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1993.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,TIETÊ,SP,BRASIL,0,1,23,6,2011,fim,3,semana,19,noite
12409,1289,AVIÃO,CESSNA AIRCRAFT,150J,PISTÃO,1.0,726,2.0,1969.0,BRASIL,INSTRUÇÃO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,LEVE,0,ACIDENTE,COLISÃO COM PÁSSARO,SALVADOR,BA,BRASIL,5,1,18,6,2011,meio,5,fds,19,noite
12412,1032,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157,4.0,1980.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,POUSO LONGO,NOVO HAMBURGO,RS,BRASIL,0,1,19,6,2011,meio,6,fds,13,tarde
12413,3992,AVIÃO,BEECH AIRCRAFT,C17L,PISTÃO,1.0,1430,4.0,1936.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPINAS,SP,BRASIL,0,1,11,8,2015,meio,1,semana,16,tarde
12414,3992,AVIÃO,EMBRAER,EMB-500,JATO,2.0,4750,7.0,2009.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,POUSO LONGO,ARACRUZ,ES,BRASIL,0,1,18,6,2011,meio,5,fds,9,manha
12415,3992,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2008.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,7,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,PORTO SEGURO,BA,BRASIL,9,1,17,6,2011,meio,4,semana,21,noite
12420,912,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1993.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PANE SECA,JANAÚBA,MG,BRASIL,0,1,2,6,2011,inicio,3,semana,10,manha
12429,477,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2010.0,BRASIL,AGRÍCOLA,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,MANOBRAS A BAIXA ALTURA,ITOBI,SP,BRASIL,0,1,1,7,2011,inicio,4,semana,19,noite
12442,3992,AVIÃO,BEECH AIRCRAFT,E55,PISTÃO,2.0,2404,6.0,1979.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,ACIDENTE,COM TREM DE POUSO,VERA CRUZ,SP,BRASIL,0,1,2,7,2011,inicio,5,fds,13,tarde
